pid,category,eco
759117,Meat and poultry,0
759271,Meat and poultry,0
759375,Meat and poultry,0
759601,Meat and poultry,0
759606,Meat and poultry,0
760274,Meat and poultry,0
760665,Meat and poultry,0
760670,Meat and poultry,0
760671,Meat and poultry,0
760818,Meat and poultry,0
760969,Meat and poultry,0
760973,Meat and poultry,0
760975,Meat and poultry,0
761190,Meat and poultry,0
761388,Meat and poultry,0
761391,Meat and poultry,0
761392,Meat and poultry,0
761859,Meat and poultry,0
762135,Meat and poultry,0
762200,Meat and poultry,0
762341,Meat and poultry,0
762360,Meat and poultry,0
762574,Meat and poultry,0
762576,Meat and poultry,0
762578,Meat and poultry,0
762579,Meat and poultry,0
762699,Meat and poultry,0
762749,Meat and poultry,0
762832,Meat and poultry,0
762859,Meat and poultry,0
762895,Meat and poultry,0
763266,Meat and poultry,0
763267,Meat and poultry,0
763627,Meat and poultry,0
763739,Meat and poultry,0
764212,Meat and poultry,0
764277,Meat and poultry,0
764302,Deli,0
764327,Deli,0
764346,Deli,0
764358,Deli,0
764372,Deli,0
764570,Meat and poultry,0
764811,Misc,0
764954,Meat and poultry,0
765399,Meat and poultry,0
765400,Vegetables and fruits,0
765402,Meat and poultry,0
765916,Meat and poultry,0
766201,Meat and poultry,0
766231,Meat and poultry,0
766870,Meat and poultry,0
766956,Meat and poultry,0
767671,Meat and poultry,0
767738,Meat and poultry,0
768685,Meat and poultry,0
768710,Meat and poultry,0
768909,Meat and poultry,0
768913,Meat and poultry,0
769263,Meat and poultry,0
769306,Meat and poultry,0
769357,Meat and poultry,0
769797,Meat and poultry,0
769798,Meat and poultry,0
769816,Meat and poultry,0
769863,Meat and poultry,0
770017,Meat and poultry,0
770040,Meat and poultry,0
770081,Meat and poultry,0
770425,Meat and poultry,0
770729,Meat and poultry,0
771747,Meat and poultry,0
771813,Meat and poultry,0
771844,Meat and poultry,0
771993,Meat and poultry,0
772062,Meat and poultry,0
773294,Meat and poultry,0
773665,Meat and poultry,0
773675,Meat and poultry,0
773707,Meat and poultry,0
773759,Meat and poultry,0
774439,Deli,0
774444,Meat and poultry,0
774486,Meat and poultry,0
774882,Dairy and eggs,0
774929,Deli,0
774970,Deli,0
775009,Deli,0
775055,Deli,0
776702,Meat and poultry,0
776814,Deli,0
778126,Deli,0
779073,Meat and poultry,0
779593,Meat and poultry,0
780164,Deli,0
780448,Meat and poultry,0
780721,Meat and poultry,0
780758,Meat and poultry,0
780924,Meat and poultry,0
780977,Deli,0
780981,Meat and poultry,0
781133,Meat and poultry,0
781377,Meat and poultry,0
781378,Meat and poultry,0
781603,Deli,0
781627,Deli,0
781836,Meat and poultry,0
782590,Meat and poultry,0
782640,Meat and poultry,0
782657,Deli,0
782899,Deli,0
783201,Deli,0
783351,Deli,0
783361,Deli,0
783478,Seafood,0
783487,Seafood,0
783869,Vegetables and fruits,0
783957,Vegetables and fruits,0
783968,Vegetables and fruits,0
783983,Seafood,0
784160,Meat and poultry,0
784278,Deli,0
784306,Seafood,0
784615,Seafood,0
785324,Meat and poultry,0
785488,Seafood,0
785644,Meat and poultry,0
785689,Meat and poultry,0
786019,Seafood,0
786050,Seafood,0
786130,Seafood,0
786193,Seafood,0
786209,Seafood,0
786283,Seafood,0
786344,Seafood,0
786373,Seafood,0
786504,Misc,0
786517,Seafood,0
786521,Misc,0
786544,Seafood,0
786582,Seafood,0
786850,Seafood,0
787086,Meat and poultry,0
787095,Meat and poultry,0
787103,Meat and poultry,0
787316,Seafood,0
787318,Condiments,0
787348,Seafood,0
787673,Meat and poultry,0
787860,Meat and poultry,0
788617,Vegetables and fruits,0
788665,Meat and poultry,0
788749,Vegetables and fruits,0
788854,Vegetables and fruits,0
788887,Meat and poultry,0
789517,Deli,0
790074,Deli,0
790617,Meat and poultry,0
790626,Deli,0
790632,Meat and poultry,0
790638,Deli,0
790646,Meat and poultry,0
790655,Deli,0
790693,Misc,0
790694,Deli,0
790879,Deli,0
790897,Deli,0
790905,Deli,0
790949,Deli,0
790950,Meat and poultry,0
791009,Deli,0
791017,Meat and poultry,0
791030,Meat and poultry,0
791037,Deli,0
791066,Deli,0
791194,Meat and poultry,0
791203,Meat and poultry,0
791239,Deli,0
791245,Deli,0
791296,Deli,0
791346,Deli,0
791364,Deli,0
791373,Deli,0
791407,Deli,0
791423,Deli,0
791445,Deli,0
791535,Meat and poultry,0
791563,Meat and poultry,0
791601,Meat and poultry,0
793055,Meat and poultry,0
793821,Meat and poultry,0
793924,Meat and poultry,0
793978,Misc,0
793983,Misc,0
794247,Catering,0
795622,Meat and poultry,0
797137,Bakery and bread,0
798294,Vegetables and fruits,0
798335,Vegetables and fruits,0
798407,Seafood,0
798408,Vegetables and fruits,0
798409,Seafood,0
798480,Vegetables and fruits,0
798542,Meat and poultry,0
798551,Vegetables and fruits,0
798622,Vegetables and fruits,0
798685,Vegetables and fruits,0
798823,Bakery and bread,0
798897,Bakery and bread,0
798900,Vegetables and fruits,0
798978,Vegetables and fruits,0
798994,Deli,0
799060,Deli,0
799276,Catering,0
799301,Deli,0
799363,Deli,0
799452,Vegetables and fruits,0
799521,Vegetables and fruits,0
799583,Vegetables and fruits,0
799610,Bakery and bread,0
799643,Vegetables and fruits,0
799749,Vegetables and fruits,0
800063,Catering,0
800160,Seafood,0
800281,Seafood,0
800310,Seafood,0
800313,Seafood,0
800353,Seafood,0
800435,Seafood,0
800495,Misc,0
800499,Seafood,0
800508,Catering,0
800523,Misc,0
800803,Vegetables and fruits,0
801024,Seafood,0
801025,Vegetables and fruits,0
801065,Vegetables and fruits,0
801083,Vegetables and fruits,0
801102,Vegetables and fruits,0
801124,Vegetables and fruits,0
801185,Seafood,0
801230,Seafood,0
801537,Deli,0
801562,Deli,0
801582,Deli,0
801640,Deli,0
801969,Meat and poultry,0
802795,Deli,0
802799,Vegetables and fruits,0
802814,Vegetables and fruits,0
803071,Catering,0
803296,Seafood,0
803340,Seafood,0
803359,Seafood,0
804235,Seafood,0
804484,Seafood,0
804731,Seafood,0
806059,Vegetables and fruits,0
806101,Vegetables and fruits,0
806496,Vegetables and fruits,0
807081,Meat and poultry,0
807112,Deli,0
808694,Vegetables and fruits,0
808864,Vegetables and fruits,0
808927,Vegetables and fruits,0
809148,Vegetables and fruits,0
809297,Vegetables and fruits,0
809372,Bakery and bread,0
809492,Vegetables and fruits,0
810401,Vegetables and fruits,0
810822,Seafood,0
811237,Vegetables and fruits,0
811260,Meat and poultry,0
811286,Seafood,0
811988,Catering,0
812846,Deli,0
812848,Meat and poultry,0
812854,Meat and poultry,0
812871,Meat and poultry,0
812929,Bakery and bread,0
812930,Meat and poultry,0
812952,Catering,0
812954,Meat and poultry,0
813006,Deli,0
813009,Meat and poultry,0
813018,Meat and poultry,0
813093,Meat and poultry,0
813115,Meat and poultry,0
813262,Meat and poultry,0
813275,Meat and poultry,0
813290,Meat and poultry,0
813352,Meat and poultry,0
813444,Catering,0
813455,Meat and poultry,0
813475,Meat and poultry,0
813552,Deli,0
813568,Meat and poultry,0
813585,Meat and poultry,0
813590,Meat and poultry,0
813678,Meat and poultry,0
813703,Deli,0
813708,Meat and poultry,0
813726,Deli,0
813732,Meat and poultry,0
813733,Meat and poultry,0
813734,Deli,0
813737,Meat and poultry,0
813751,Deli,0
813757,Meat and poultry,0
813793,Meat and poultry,0
813887,Meat and poultry,0
813917,Deli,0
814049,Deli,0
814061,Deli,0
814069,Deli,0
814096,Meat and poultry,0
814143,Meat and poultry,0
814189,Deli,0
814193,Meat and poultry,0
814203,Meat and poultry,0
814324,Meat and poultry,0
814686,Deli,0
814925,Meat and poultry,0
814952,Meat and poultry,0
815051,Meat and poultry,0
815052,Meat and poultry,0
815150,Home,0
815428,Meat and poultry,0
815505,Seafood,0
815566,Seafood,0
815734,Seafood,0
815735,Deli,0
815743,Meat and poultry,0
816047,Meat and poultry,0
816115,Meat and poultry,0
816177,Meat and poultry,0
816357,Meat and poultry,0
816523,Meat and poultry,0
816609,Deli,0
817132,Meat and poultry,0
817134,Meat and poultry,0
817247,Meat and poultry,0
817901,Meat and poultry,0
818120,Meat and poultry,0
818586,Meat and poultry,0
818916,Meat and poultry,0
818957,Deli,0
819060,Meat and poultry,0
819276,Meat and poultry,0
819355,Meat and poultry,0
819381,Deli,0
820533,Meat and poultry,0
820575,Deli,0
820645,Seafood,0
820821,Deli,0
821279,Deli,0
821422,Meat and poultry,0
821448,Seafood,0
821465,Meat and poultry,0
822918,Misc,0
823436,Deli,0
823541,Vegetables and fruits,0
823667,Deli,0
823784,Seafood,0
823787,Vegetables and fruits,0
824115,Deli,0
824154,Deli,0
824234,Deli,0
824321,Catering,0
824343,Misc,0
824361,Misc,0
824377,Misc,0
824433,Deli,0
824516,Catering,0
824561,Deli,0
824667,Seafood,0
824694,Deli,0
825005,Deli,0
825104,Deli,0
825144,Deli,0
825161,Deli,0
825196,Meat and poultry,0
825207,Meat and poultry,0
825234,Meat and poultry,0
825251,Misc,0
825316,Misc,0
825340,Deli,0
825399,Seafood,0
825411,Deli,0
825430,Misc,0
825438,Misc,0
825456,Misc,0
825687,Seafood,0
825701,Seafood,0
825714,Seafood,0
825748,Seafood,0
825756,Seafood,0
825787,Seafood,0
825799,Seafood,0
825811,Seafood,0
825820,Seafood,0
825832,Seafood,0
825840,Deli,0
825841,Seafood,0
825847,Deli,0
825873,Seafood,0
825907,Seafood,0
825914,Seafood,0
826027,Deli,0
826035,Deli,0
826095,Deli,0
826184,Meat and poultry,0
826202,Deli,0
826210,Meat and poultry,0
826233,Meat and poultry,0
826248,Deli,0
826302,Meat and poultry,0
826316,Deli,0
826374,Meat and poultry,0
826382,Deli,0
826416,Deli,0
826426,Deli,0
826439,Deli,0
826452,Deli,0
826493,Deli,0
826501,Deli,0
826730,Catering,0
826756,Catering,0
826791,Catering,0
826809,Catering,0
826923,Deli,0
826966,Catering,0
826988,Catering,0
827017,Catering,0
827032,Catering,0
827080,Catering,0
827134,Bakery and bread,0
827149,Catering,0
827202,Catering,0
827219,Misc,0
827253,Catering,0
827371,Catering,0
827391,Misc,0
827422,Catering,0
827462,Catering,0
827511,Catering,0
827539,Seafood,0
827555,Catering,0
827587,Catering,0
827595,Catering,0
827599,Catering,0
827616,Catering,0
827635,Catering,0
827644,Catering,0
827722,Catering,0
827814,Misc,0
827834,Catering,0
827949,Catering,0
828047,Deli,0
828128,Deli,0
828176,Deli,0
828317,Catering,0
828474,Misc,0
828475,Catering,0
828516,Misc,0
828562,Catering,0
828705,Deli,0
828706,Catering,0
828731,Catering,0
828755,Deli,0
828780,Catering,0
828832,Home,0
829004,Deli,0
829149,Catering,0
829161,Catering,0
829176,Seafood,0
829183,Catering,0
829298,Deli,0
829337,Catering,0
829358,Catering,0
829397,Catering,0
829418,Catering,0
829436,Misc,0
829493,Catering,0
829510,Catering,0
829548,Catering,0
829625,Deli,0
829669,Catering,0
829709,Catering,0
829767,Catering,0
829815,Catering,0
829874,Catering,0
830013,Misc,0
830018,Misc,0
830085,Condiments,0
830192,Misc,0
830196,Misc,0
830198,Misc,0
830381,Misc,0
830416,Vegetables and fruits,0
830447,Vegetables and fruits,0
830571,Misc,0
830572,Misc,0
830666,Misc,0
830708,Misc,0
830759,Dairy and eggs,0
830779,Dairy and eggs,0
830785,Misc,0
830874,Misc,0
830988,Misc,0
830992,Misc,0
830994,Misc,0
831156,Meat and poultry,0
831167,Meat and poultry,0
831209,Meat and poultry,0
831210,Deli,0
831211,Misc,0
831212,Misc,0
831213,Meat and poultry,0
831216,Misc,0
831218,Misc,0
831231,Misc,0
831296,Meat and poultry,0
831302,Misc,0
831430,Seafood,0
831431,Meat and poultry,0
831433,Misc,0
831437,Deli,0
831439,Misc,0
831459,Meat and poultry,0
831489,Seafood,0
831699,Misc,0
831702,Meat and poultry,0
831703,Deli,0
831704,Misc,0
831707,Seafood,0
831773,Seafood,0
832397,Vegetables and fruits,0
834869,Meat and poultry,0
835645,Meat and poultry,0
874494,Cheese,0
875038,Meat and poultry,0
875061,Meat and poultry,0
875063,Meat and poultry,0
875079,Meat and poultry,0
875086,Meat and poultry,0
875105,Meat and poultry,0
875106,Meat and poultry,0
875116,Meat and poultry,0
875124,Meat and poultry,0
875135,Meat and poultry,0
875142,Meat and poultry,0
875144,Meat and poultry,0
875153,Meat and poultry,0
875187,Meat and poultry,0
875188,Meat and poultry,0
875200,Meat and poultry,0
875201,Meat and poultry,0
875202,Meat and poultry,0
875211,Meat and poultry,0
875228,Meat and poultry,0
875229,Meat and poultry,0
875237,Meat and poultry,0
875246,Meat and poultry,0
875255,Meat and poultry,0
875272,Meat and poultry,0
875282,Cheese,0
875286,Meat and poultry,0
875292,Meat and poultry,0
875294,Meat and poultry,0
875295,Meat and poultry,0
875312,Meat and poultry,0
875315,Meat and poultry,0
875331,Meat and poultry,0
875341,Meat and poultry,0
875342,Meat and poultry,0
875354,Meat and poultry,0
875355,Meat and poultry,0
875366,Meat and poultry,0
875383,Meat and poultry,0
875391,Meat and poultry,0
875419,Meat and poultry,0
875423,Meat and poultry,0
875427,Meat and poultry,0
875511,Meat and poultry,0
881021,Cheese,0
881648,Cheese,0
881920,Cheese,0
882896,Cheese,0
883104,Cheese,0
892586,Meat and poultry,0
892588,Meat and poultry,0
892591,Meat and poultry,0
892603,Deli,0
892733,Deli,0
892775,Meat and poultry,0
892920,Meat and poultry,0
892966,Meat and poultry,0
892967,Meat and poultry,0
893004,Meat and poultry,0
893010,Meat and poultry,0
893022,Meat and poultry,0
893075,Meat and poultry,0
893178,Deli,0
896139,Seafood,0
896184,Seafood,0
896244,Deli,0
896277,Seafood,0
896345,Deli,0
896479,Seafood,0
896991,Seafood,0
896995,Seafood,0
897075,Seafood,0
897077,Seafood,0
897079,Seafood,0
897081,Seafood,0
908523,Meat and poultry,0
915817,Seafood,0
915831,Seafood,0
916609,Meat and poultry,0
917783,Meat and poultry,0
919389,Meat and poultry,0
919490,Meat and poultry,0
919539,Meat and poultry,0
920128,Meat and poultry,0
920204,Meat and poultry,0
920433,Meat and poultry,0
920554,Deli,0
920709,Meat and poultry,0
920710,Meat and poultry,0
920731,Meat and poultry,0
920746,Meat and poultry,0
920767,Meat and poultry,0
921323,Meat and poultry,0
921494,Meat and poultry,0
921532,Meat and poultry,0
921533,Meat and poultry,0
938574,Cheese,0
943881,Bakery and bread,0
943887,Bakery and bread,0
943888,Bakery and bread,0
943889,Bakery and bread,0
943890,Bakery and bread,0
943891,Bakery and bread,0
943893,Bakery and bread,0
943895,Bakery and bread,0
943897,Bakery and bread,0
943899,Bakery and bread,0
943905,Bakery and bread,0
943908,Bakery and bread,0
943909,Bakery and bread,0
943910,Bakery and bread,0
943913,Bakery and bread,0
943914,Bakery and bread,0
948141,Deli,0
950357,Meat and poultry,0
950403,Meat and poultry,0
950436,Meat and poultry,0
950492,Meat and poultry,0
950502,Meat and poultry,0
955478,Seafood,0
955489,Seafood,0
957347,Meat and poultry,0
957356,Dairy and eggs,0
960147,Frozen foods,0
960171,Frozen foods,0
960219,Seafood,0
960228,Frozen foods,0
990775,Vegetables and fruits,0
990791,Vegetables and fruits,0
991057,Vegetables and fruits,0
991062,Deli,0
991566,Vegetables and fruits,0
994771,Vegetables and fruits,0
996029,Vegetables and fruits,0
996033,Vegetables and fruits,0
996076,Vegetables and fruits,0
999328,Vegetables and fruits,0
1001974,Vegetables and fruits,0
1004620,Vegetables and fruits,0
1004865,Vegetables and fruits,0
1008154,Vegetables and fruits,0
1009782,Vegetables and fruits,0
1010833,Vegetables and fruits,0
1011878,Vegetables and fruits,0
1011879,Vegetables and fruits,0
1012914,Vegetables and fruits,0
1013013,Bakery and bread,0
1013032,Vegetables and fruits,0
1013033,Vegetables and fruits,0
1016707,Meat and poultry,0
1018817,Meat and poultry,0
1020568,Meat and poultry,0
1022425,Seafood,0
1022926,Seafood,0
1023851,Seafood,0
1027113,Meat and poultry,0
1027266,Meat and poultry,0
1028235,Candy,0
1029045,Catering,0
1029399,Vegetables and fruits,0
1029476,Condiments,0
1029604,Condiments,0
1029645,Vegetables and fruits,0
1029882,Vegetables and fruits,0
1029886,Vegetables and fruits,0
1030002,Condiments,0
1030030,Condiments,0
1030105,Candy,0
1030154,Condiments,0
1030161,Condiments,0
1030167,Condiments,0
1030193,Condiments,0
1030196,Condiments,0
1030198,Condiments,0
1030214,Condiments,0
1030221,Condiments,0
1030226,Condiments,0
1030400,Candy,0
1030402,Candy,0
1030496,Candy,0
1030503,Candy,0
1030542,Condiments,0
1030783,Condiments,0
1030916,Candy,0
1031186,Frozen foods,0
1031267,Frozen foods,0
1031647,Frozen foods,0
1032310,Vegetables and fruits,0
1032628,Vegetables and fruits,0
1032818,Deli,0
1034573,Deli,0
1034595,Deli,0
1034619,Deli,0
1034635,Deli,0
1034637,Deli,0
1034695,Deli,0
1035119,Misc,0
1035689,Deli,0
1036073,Deli,0
1036089,Deli,0
1036098,Deli,0
1036180,Deli,0
1048925,Bakery and bread,0
1048926,Bakery and bread,0
1049133,Bakery and bread,0
1049667,Vegetables and fruits,0
1050285,Vegetables and fruits,0
1050293,Vegetables and fruits,0
1050321,Vegetables and fruits,0
1050463,Vegetables and fruits,0
1051395,Meat and poultry,0
1054007,Bakery and bread,0
1055117,Deli,0
1055135,Deli,0
1063372,Bakery and bread,0
1063384,Bakery and bread,0
1063396,Bakery and bread,0
1063408,Bakery and bread,0
1063420,Bakery and bread,0
1063431,Bakery and bread,0
1065240,Bakery and bread,0
1065343,Bakery and bread,0
1066694,Vegetables and fruits,0
1067948,Home,0
1069906,Misc,0
1069907,Misc,0
1069908,Misc,0
1069909,Misc,0
1069910,Misc,0
1069911,Misc,0
1070118,Misc,0
1070146,Misc,0
1070567,Misc,0
1070571,Misc,0
1070767,Misc,0
1070794,Misc,0
1075976,Meat and poultry,0
1077697,Meat and poultry,0
1078015,Meat and poultry,0
1090567,Meat and poultry,0
1091516,Meat and poultry,0
1097716,Meat and poultry,0
1097759,Meat and poultry,0
1097839,Meat and poultry,0
1098007,Meat and poultry,0
1294508,Meat and poultry,0
1301466,Meat and poultry,0
1302492,Meat and poultry,0
1305596,Cheese,0
1305602,Cheese,0
1344057,Cheese,0
1344834,Cheese,0
1344960,Cheese,0
1345453,Cheese,0
1345627,Cheese,0
1361935,Meat and poultry,0
1361936,Meat and poultry,0
1361952,Meat and poultry,0
1361953,Meat and poultry,0
1361968,Cheese,0
1361977,Cheese,0
1362838,Meat and poultry,0
1363008,Meat and poultry,0
1363044,Meat and poultry,0
1363077,Meat and poultry,0
1363117,Meat and poultry,0
1363152,Deli,0
1436727,Cheese,0
1437264,Cheese,0
1438402,Cheese,0
1438505,Cheese,0
1438508,Cheese,0
1438808,Cheese,0
1438822,Cheese,0
1439747,Cheese,0
1440163,Cheese,0
1440191,Cheese,0
1440536,Cheese,0
1440921,Cheese,0
1440928,Cheese,0
1441007,Cheese,0
1441407,Cheese,0
1441831,Cheese,0
1443013,Cheese,0
1443060,Cheese,0
1457972,Meat and poultry,0
1457990,Meat and poultry,0
1457996,Meat and poultry,0
1459167,Meat and poultry,0
1463846,Meat and poultry,0
1464732,Meat and poultry,0
1464776,Meat and poultry,0
1464830,Meat and poultry,0
1464831,Meat and poultry,0
1464901,Meat and poultry,0
1464905,Meat and poultry,0
1464909,Meat and poultry,0
1464921,Meat and poultry,0
1465295,Meat and poultry,0
1465299,Meat and poultry,0
1465424,Meat and poultry,0
1465431,Meat and poultry,0
1465448,Meat and poultry,0
1465576,Meat and poultry,0
1465641,Meat and poultry,0
1465655,Meat and poultry,0
1465716,Meat and poultry,0
1465718,Meat and poultry,0
1465720,Meat and poultry,0
1465810,Meat and poultry,0
1465866,Meat and poultry,0
1465938,Meat and poultry,0
1465940,Meat and poultry,0
1465953,Meat and poultry,0
1466038,Meat and poultry,0
1466053,Meat and poultry,0
1466116,Meat and poultry,0
1466133,Meat and poultry,0
1466207,Meat and poultry,0
1466403,Meat and poultry,0
1469007,Meat and poultry,0
1469009,Meat and poultry,0
1469109,Meat and poultry,0
1469706,Meat and poultry,0
1469716,Meat and poultry,0
1471598,Meat and poultry,0
1471600,Meat and poultry,0
1471602,Meat and poultry,0
1471604,Meat and poultry,0
1471606,Meat and poultry,0
1471609,Meat and poultry,0
1471612,Meat and poultry,0
1471614,Meat and poultry,0
1471622,Meat and poultry,0
1471625,Meat and poultry,0
1471635,Meat and poultry,0
1471639,Meat and poultry,0
1471642,Meat and poultry,0
1471645,Meat and poultry,0
1471648,Meat and poultry,0
1471651,Meat and poultry,0
1471656,Meat and poultry,0
1471659,Meat and poultry,0
1471665,Meat and poultry,0
1471667,Meat and poultry,0
1471668,Meat and poultry,0
1471669,Meat and poultry,0
1471674,Meat and poultry,0
1471676,Meat and poultry,0
1471681,Meat and poultry,0
1471682,Meat and poultry,0
1471684,Meat and poultry,0
1471688,Meat and poultry,0
1471690,Meat and poultry,0
1471692,Meat and poultry,0
1471697,Meat and poultry,0
1471698,Meat and poultry,0
1471700,Meat and poultry,0
1471704,Meat and poultry,0
1471706,Meat and poultry,0
1471708,Meat and poultry,0
1471711,Meat and poultry,0
1471714,Meat and poultry,0
1471716,Meat and poultry,0
1471722,Meat and poultry,0
1471726,Meat and poultry,0
1471728,Meat and poultry,0
1471731,Meat and poultry,0
1471733,Meat and poultry,0
1471738,Meat and poultry,0
1471740,Meat and poultry,0
1471747,Meat and poultry,0
1471750,Meat and poultry,0
1471751,Meat and poultry,0
1471757,Meat and poultry,0
1471763,Meat and poultry,0
1482555,Vegetables and fruits,0
1495045,Meat and poultry,0
1495047,Meat and poultry,0
1495048,Meat and poultry,0
1495049,Meat and poultry,0
1495601,Meat and poultry,0
1504826,Meat and poultry,0
1508331,Meat and poultry,0
1508506,Meat and poultry,0
1508521,Meat and poultry,0
1508524,Meat and poultry,0
1508583,Meat and poultry,0
1508607,Meat and poultry,0
1508612,Meat and poultry,0
1508615,Meat and poultry,0
1508617,Meat and poultry,0
1508619,Meat and poultry,0
1508662,Meat and poultry,0
1508704,Meat and poultry,0
1508706,Meat and poultry,0
1508784,Meat and poultry,0
1508831,Meat and poultry,0
1508849,Meat and poultry,0
1508912,Meat and poultry,0
1508962,Meat and poultry,0
1509059,Meat and poultry,0
1509233,Meat and poultry,0
1509358,Deli,0
1509381,Deli,0
1533241,Meat and poultry,0
1533750,Meat and poultry,0
1533818,Meat and poultry,0
1533824,Meat and poultry,0
1534064,Meat and poultry,0
1534067,Meat and poultry,0
1534125,Meat and poultry,0
1534325,Meat and poultry,0
1534606,Meat and poultry,0
1534627,Meat and poultry,0
1534790,Meat and poultry,0
1535569,Meat and poultry,0
1535646,Meat and poultry,0
1535765,Meat and poultry,0
1536517,Meat and poultry,0
1536519,Meat and poultry,0
1536925,Meat and poultry,0
1537026,Meat and poultry,0
1537027,Meat and poultry,0
1537030,Meat and poultry,0
1537031,Meat and poultry,0
1537032,Meat and poultry,0
1537033,Meat and poultry,0
1537085,Meat and poultry,0
1537090,Meat and poultry,0
1537724,Meat and poultry,0
1537728,Meat and poultry,0
1537729,Meat and poultry,0
1537734,Meat and poultry,0
1537735,Meat and poultry,0
1537736,Meat and poultry,0
1537789,Meat and poultry,0
1537877,Meat and poultry,0
1552626,Meat and poultry,0
1552630,Meat and poultry,0
1552631,Meat and poultry,0
1552632,Meat and poultry,0
1552634,Meat and poultry,0
1552639,Meat and poultry,0
1552640,Meat and poultry,0
1552642,Meat and poultry,0
1552643,Meat and poultry,0
1552644,Meat and poultry,0
1552646,Meat and poultry,0
1552739,Meat and poultry,0
1552749,Meat and poultry,0
1552763,Meat and poultry,0
1556159,Seafood,0
1556163,Seafood,0
1556169,Seafood,0
1556171,Seafood,0
1582199,Meat and poultry,0
1583098,Meat and poultry,0
1583198,Meat and poultry,0
1586506,Meat and poultry,0
1586507,Deli,0
1587816,Meat and poultry,0
1592232,Meat and poultry,0
1593620,Seafood,0
1596791,Meat and poultry,0
1596975,Meat and poultry,0
1605674,Meat and poultry,0
1605676,Meat and poultry,0
1605708,Meat and poultry,0
1619352,Cheese,0
1619414,Deli,0
1619415,Cheese,0
1619417,Cheese,0
1619418,Cheese,0
1619441,Cheese,0
1619448,Cheese,0
1619454,Cheese,0
1619478,Cheese,0
1619573,Cheese,0
1619574,Cheese,0
1619598,Cheese,0
1619604,Cheese,0
1619626,Cheese,0
1619642,Cheese,0
1619653,Cheese,0
1619669,Cheese,0
1619728,Cheese,0
1619731,Cheese,0
1619734,Cheese,0
1619735,Cheese,0
1619738,Cheese,0
1619739,Cheese,0
1619740,Cheese,0
1619741,Cheese,0
1619742,Cheese,0
1619744,Cheese,0
1619757,Cheese,0
1619760,Cheese,0
1619813,Cheese,0
1619858,Cheese,0
1619867,Cheese,0
1619880,Cheese,0
1619883,Cheese,0
1619982,Cheese,0
1619984,Cheese,0
1619987,Cheese,0
1619996,Cheese,0
1619997,Cheese,0
1620000,Cheese,0
1620036,Cheese,0
1620137,Cheese,0
1620151,Cheese,0
1620154,Cheese,0
1620346,Cheese,0
1620347,Cheese,0
1620354,Cheese,0
1620420,Cheese,0
1620423,Cheese,0
1620424,Cheese,0
1620425,Cheese,0
1620433,Cheese,0
1620493,Cheese,0
1620516,Cheese,0
1620520,Cheese,0
1620521,Cheese,0
1620533,Cheese,0
1620536,Cheese,0
1620639,Cheese,0
1620644,Cheese,0
1620659,Cheese,0
1620706,Cheese,0
1620709,Cheese,0
1620911,Cheese,0
1620912,Cheese,0
1620926,Cheese,0
1620958,Cheese,0
1621230,Frozen foods,0
1625850,Meat and poultry,0
1630501,Meat and poultry,0
1639732,Seafood,0
1639789,Seafood,0
1639790,Seafood,0
1639792,Seafood,0
1639794,Seafood,0
1639816,Seafood,0
1639825,Seafood,0
1639834,Seafood,0
1639874,Seafood,0
1639875,Seafood,0
1639927,Seafood,0
1639937,Seafood,0
1647513,Cheese,0
1647519,Cheese,0
1651857,Vegetables and fruits,0
1660478,Leisure,0
1661134,Leisure,0
1661924,Leisure,0
1662177,Leisure,0
1662722,Leisure,0
1665070,Leisure,0
1665112,Leisure,0
1666060,Candy,0
1669206,Crackers,0
1671434,Condiments,0
1671901,Cheese,0
1671964,Cheese,0
1672005,Cheese,0
1672078,Cheese,0
1672082,Cheese,0
1672216,Cheese,0
1681491,Candy,0
1682462,Home,0
1683731,Vegetables and fruits,0
1683776,Vegetables and fruits,0
1686186,Leisure,0
1691091,Vegetables and fruits,0
1697204,Vegetables and fruits,0
1708287,Candy,0
1708289,Candy,0
1712767,Crackers,0
1713839,Crackers,0
1714335,Crackers,0
1714387,Crackers,0
1721546,Cheese,0
1725354,Home,0
1729549,Home,0
1733263,Home,0
1736259,Home,0
1746465,Home,0
1748530,Home,0
1760083,Home,0
1760817,Home,0
1774471,Dairy and eggs,0
1774553,Dairy and eggs,0
1779631,Condiments,0
1783852,Candy,0
1783891,Candy,0
1784052,Candy,0
1792681,Condiments,0
1792949,Condiments,0
1793041,Condiments,0
1793154,Condiments,0
1793489,Condiments,0
1793640,Condiments,0
1794571,Condiments,0
1794622,Condiments,0
1794896,Condiments,0
1794992,Condiments,0
1795076,Condiments,0
1795125,Condiments,0
1795392,Condiments,0
1795475,Condiments,0
1795554,Condiments,0
1795637,Condiments,0
1796260,Condiments,0
1796603,Condiments,0
1796779,Condiments,0
1796965,Condiments,0
1797060,Condiments,0
1797242,Condiments,0
1797308,Condiments,0
1797411,Condiments,0
1797586,Condiments,0
1797921,Condiments,0
1798007,Condiments,0
1798208,Condiments,0
1798252,Condiments,0
1798310,Condiments,0
1798364,Condiments,0
1799254,Condiments,0
1799490,Condiments,0
1799786,Condiments,0
1799860,Condiments,0
1799993,Condiments,0
1800050,Condiments,0
1800352,Condiments,0
1800600,Condiments,0
1800711,Condiments,0
1800821,Condiments,0
